2025-03-16 16:40:50;8,028.28
2025-03-16 16:41:02;8,028.28
2025-03-16 16:43:28;8,028.28
2025-03-16 18:20:02;8,028.28
2025-03-16 18:23:01;8,028.28
2025-03-16 18:24:01;8,028.28
2025-03-16 18:25:02;8,028.28
2025-03-16 18:30:01;8,028.28
2025-03-16 18:35:01;8,028.28
2025-03-16 18:40:02;8,028.28
2025-03-16 18:45:01;8,028.28
2025-03-16 18:50:02;8,028.28
2025-03-16 18:55:01;8,028.28
2025-03-16 19:00:02;8,028.28
2025-03-16 19:05:01;8,028.28
2025-03-16 19:10:01;8,028.28
2025-03-16 19:15:02;8,028.28
2025-03-16 19:20:01;8,028.28
2025-03-16 19:25:02;8,028.28
2025-03-16 19:30:01;8,028.28
2025-03-16 19:35:01;8,028.28
2025-03-16 19:40:02;8,028.28
2025-03-16 19:45:01;8,028.28
2025-03-16 19:50:01;8,028.28
2025-03-16 19:55:02;8,028.28
2025-03-16 20:00:01;8,028.28
2025-03-16 20:05:02;8,028.28
2025-03-16 20:10:01;8,028.28
2025-03-16 20:15:02;8,028.28
2025-03-16 20:20:01;8,028.28
2025-03-16 20:25:01;8,028.28
2025-03-16 20:30:02;8,028.28
2025-03-16 20:35:01;8,028.28
2025-03-16 20:40:02;8,028.28
2025-03-16 20:45:01;8,028.28
2025-03-16 20:50:02;8,028.28
2025-03-16 20:55:01;8,028.28
2025-03-16 21:00:02;8,028.28
2025-03-16 21:05:02;8,028.28
2025-03-16 21:10:01;8,028.28
2025-03-16 21:15:01;8,028.28
2025-03-16 21:20:02;8,028.28
2025-03-16 21:25:01;8,028.28
2025-03-16 21:30:02;8,028.28
2025-03-16 21:35:01;8,028.28
2025-03-16 21:40:02;8,028.28
2025-03-16 21:45:02;8,028.28
2025-03-16 21:50:01;8,028.28
2025-03-16 21:55:01;8,028.28
2025-03-16 22:00:02;8,028.28
2025-03-16 22:05:01;8,028.28
2025-03-16 22:10:02;8,028.28
2025-03-16 22:15:01;8,028.28
2025-03-16 22:20:02;8,028.28
2025-03-16 22:25:01;8,028.28
2025-03-16 22:30:02;8,028.28
2025-03-16 22:35:01;8,028.28
2025-03-16 22:40:01;8,028.28
2025-03-16 22:45:02;8,028.28
2025-03-16 22:50:01;8,028.28
2025-03-16 22:55:02;8,028.28
2025-03-16 23:00:01;8,028.28
2025-03-16 23:05:01;8,028.28
2025-03-16 23:10:02;8,028.28
2025-03-16 23:15:01;8,028.28
2025-03-16 23:20:02;8,028.28
2025-03-16 23:25:01;8,028.28
2025-03-16 23:30:02;8,028.28
2025-03-16 23:35:01;8,028.28
2025-03-16 23:40:02;8,028.28
2025-03-16 23:45:01;8,028.28
2025-03-16 23:50:01;8,028.28
2025-03-16 23:55:02;8,028.28
2025-03-17 00:00:02;8,028.28
2025-03-17 00:05:01;8,028.28
2025-03-17 00:10:02;8,028.28
2025-03-17 00:15:01;8,028.28
2025-03-17 00:20:02;8,028.28
2025-03-17 00:25:01;8,028.28
2025-03-17 00:30:02;8,028.28
2025-03-17 00:35:01;8,028.28
2025-03-17 00:40:01;8,028.28
2025-03-17 00:45:02;8,028.28
2025-03-17 00:50:01;8,028.28
2025-03-17 00:55:02;8,028.28
2025-03-17 01:00:02;8,028.28
2025-03-17 01:05:01;8,028.28
2025-03-17 01:10:02;8,028.28
2025-03-17 01:15:01;8,028.28
2025-03-17 01:20:02;8,028.28
2025-03-17 01:25:01;8,028.28
2025-03-17 01:30:02;8,028.28
2025-03-17 01:35:01;8,028.28
2025-03-17 01:40:02;8,028.28
2025-03-17 01:45:01;8,028.28
